2025-03-09 11:58:34.786730: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:485] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
2025-03-09 11:58:34.968064: E external/local_xla/xla/stream_executor/cuda/cuda_dnn.cc:8454] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
2025-03-09 11:58:35.018931: E external/local_xla/xla/stream_executor/cuda/cuda_blas.cc:1452] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
tokenizer_config.json: 100%|███████████████| 2.32k/2.32k [00:00<00:00, 21.4MB/s]
spiece.model: 100%|██████████████████████████| 792k/792k [00:00<00:00, 14.1MB/s]
tokenizer.json: 100%|██████████████████████| 1.39M/1.39M [00:00<00:00, 12.3MB/s]
You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
config.json: 100%|█████████████████████████| 1.21k/1.21k [00:00<00:00, 12.7MB/s]
model.safetensors: 100%|██████████████████████| 242M/242M [00:01<00:00, 237MB/s]
generation_config.json: 100%|██████████████████| 147/147 [00:00<00:00, 1.55MB/s]
Vocabulary size after adding special tokens: 32106
Special tokens added: ['*', '/', '+', '-', '^', '(', ')', '{', '}', '_', 'gamma', 'sigma', 'e^2']
Number of training batches: 1556
Number of validation batches: 195
Number of test batches: 195
Using device: cuda
Passing a tuple of `past_key_values` is deprecated and will be removed in Transformers v4.48.0. You should pass an instance of `EncoderDecoderCache` instead, e.g. `past_key_values=EncoderDecoderCache.from_legacy_cache(past_key_values)`.
Epoch 1/2 | Batch 10/1556 | Loss: 6.2553
Epoch 1/2 | Batch 20/1556 | Loss: 2.6500
Epoch 1/2 | Batch 30/1556 | Loss: 3.4242
Epoch 1/2 | Batch 40/1556 | Loss: 1.8961
Epoch 1/2 | Batch 50/1556 | Loss: 1.1764
Epoch 1/2 | Batch 60/1556 | Loss: 1.9290
Epoch 1/2 | Batch 70/1556 | Loss: 1.8114
Epoch 1/2 | Batch 80/1556 | Loss: 1.5301
Epoch 1/2 | Batch 90/1556 | Loss: 1.2720
Epoch 1/2 | Batch 100/1556 | Loss: 1.1924
Epoch 1/2 | Batch 110/1556 | Loss: 1.0708
Epoch 1/2 | Batch 120/1556 | Loss: 1.4309
Epoch 1/2 | Batch 130/1556 | Loss: 0.8862
Epoch 1/2 | Batch 140/1556 | Loss: 1.0003
Epoch 1/2 | Batch 150/1556 | Loss: 1.0274
Epoch 1/2 | Batch 160/1556 | Loss: 0.8415
Epoch 1/2 | Batch 170/1556 | Loss: 1.2855
Epoch 1/2 | Batch 180/1556 | Loss: 1.1119
Epoch 1/2 | Batch 190/1556 | Loss: 0.8943
Epoch 1/2 | Batch 200/1556 | Loss: 0.8400
Epoch 1/2 | Batch 210/1556 | Loss: 0.5807
Epoch 1/2 | Batch 220/1556 | Loss: 0.9233
Epoch 1/2 | Batch 230/1556 | Loss: 0.6234
Epoch 1/2 | Batch 240/1556 | Loss: 0.7000
Epoch 1/2 | Batch 250/1556 | Loss: 0.7243
Epoch 1/2 | Batch 260/1556 | Loss: 0.8486
Epoch 1/2 | Batch 270/1556 | Loss: 0.7895
Epoch 1/2 | Batch 280/1556 | Loss: 0.4918
